"text","labels"
"пришел без упаковки в пакете связаться с валдбирис невозможно я была в отъезде и получал товар другой человек когда увидела покупку то очень неприятное ощущение возникло не заслуживает продавец доверия","CMPFunctions_Sales"
"свитшот очень понравился возврат не планировали по ошибке менеджера оформился  перезакажу","CMPFunctions_Management"
"комбинезон очень хороший но продавец будьте внимательнее за место 104 110отправили размер 116 естественно возврат  так как он велик","CMPFunctions_Sales"
"модель не плохая но качество ужасное и это за 2500р  присоединяюсь к предыдущим плохим отзывам к сожалению нитки торчат везде ткань рыхлая и просвечивает расходится по швам да ещё и продавец похоже пытается заведомо сплавить брак по цене хорошей вещи дыра уже была даже подчеркнута совести нет","CMPFunctions_Sales"
"заказали чуть больше но будет на вырост качество хорошее кнопки все на месте и работают хорошо нитки не торчат в подарок продавец положил носочки спасибо ребенок в восторге","CMPFunctions_Sales"
"мне как и всем пришла 1 куртка ну неужели на складе нельзя проверить перед отправкой ведь это вина комплектовщика","CMPFunctions_Warehouse"
"комбинезон оченьочень сильно больше меряет пришёл местами порвано отказалась сразу же на пункте выдачи не забирай его домой прошу вернуть 75 руб на склад это же не моя вина что присылать такие вещи в ужасном состоянии","CMPFunctions_Warehouse"
"сама куртка класс идёт размер в размер выбрали и сразу хотели забрать стали упаковывать при менеджере и я увидел надпись на куртке имя и фамилия ребёнка носившего куртку  эльвира люди вы что не можете купить своему ребёнку куртку на сезон противно сдаёте бу вещи","CMPFunctions_Management"
"заказывала 146152 в заказе пришла куртка 134146 а на прикрепленном ценнике 146152 продавец обратите внимание на это я перезаказала надеюсь мне опять не придёт эта куртка а так очень модная куртка ребёнку понравилась если придёт нужный размер  купим","CMPFunctions_Sales"
"качество хорошее сын выбрал эту куртку ему она сразу понравилась жаль что карманы на кнопках возможно продавец выпустит новую модель с молниями заказывала 2 размера на выбор сделали выбор в пользу одного из размеров подходит на плотных мальчиков","CMPFunctions_Sales"
"пришла совсем другая куртка другой фирмы с какимто меховым капюшоном и выглядит дёшево на складе 34ошиблись34 или гдето ещё курток больше нет в наличии обидно конечно но рейтинг снижать не стала наверное куртка орби хорошая","CMPFunctions_Warehouse"
"влюбилась в это пальто сразу как увиделаэто премонту нас не первая вещь этого бренда качество как всегда на высотепродумано все до мелочейочень теплоеобъясню тем кто не в теметкань да плотная но она не жесткая в ней как в броне ни ветер ни дождь ни по чем несмотря на плотность ткани в ней комфортно бегать прыгать и ползатьпроверено сыном сначала сын тоже сказал она жесткая мы договорились с ним что придём домой еще раз померим и если решишь что некомфортно сдадим обратно но сын потом отказался отдавать эту куртку еще момент для тех кто говорит что в швах нет утеплителя но куртка не растягивается на теле не висит плащом она как бы дутая и эти швы остаются в складках между утеплителемя ж говорю здесь все продумано канадские и финские бренды не применяют натуральный мех наверное тут дело в гапоэтому берите однозначно не пожалеетерост сына 125 примерно худыш куртка размер 128спасибо бренду и вб за замечательную покупку","CMPFunctions_Warehouse"
"куртка села хорошо но качество это просто ужас наполнитель где то есть где то нет да и нитки торчат продавец вам не стыдно детям такое продавать на зиму естественно возврат","CMPFunctions_Sales"
"очень красивая курточка качественная кто рам пишет не оригинал просто она спецпошив для mothercare а не из основной коллекции кто пишет что маломерит не верьте дочка стройная 116 см рр122 просто огромная плечи широкие рукава длинноваты и это еще складку в рукаве не распускали запас 4 см еще будет когда распустим мех на капюшоне намочила и высушила феном стал не хуже натурального глубина капюшона регулируется внутри карман есть короче одни плюсы в швах иногда нитки торчат но все решаемо","CMPFunctions_Warehouse"
"брюки пришли не те  146 не заказывайте  50 руб взяли за что интересно если даже оператор поставил не соответствие товара  куда обращаться за что мы платим","CMPFunctions_Customer_Support"
"оценить товар в полной мере не представилось возможным так как был заказан размер 134 доставили 140 ещё и платить за возврат по вине доставщика разберитесь пожалуйста","CMPFunctions_Delivery_Department"
"хороший комбинезон размеру соответствуетзаберал сын подросток не проверил на пвз выкупили очень расстроились дома пришел с пятном от маркера на груди в рваном пакете перемотанном скотчем несколько раз это скорее вопрос к складу перезакажу надеюсь в пункте выдачи примут возврат","CMPFunctions_Warehouse"
"прикрепили этикетку к рваной грязной куртке низкого качества другого бренда ставлю звезду именно магазину это уже второй случай не единичныйразберитесь с wb если так поступают на складах хватит перекладывать ответственность с покупателей за возврат взимают плату","CMPFunctions_Warehouse"
"блузка на 3 в магазине цена 3999на вб купили за 2300 дочке очень понравилась  но мне показалось  что ткань не такая как в магазине  реально складывается впечатление  что изза разницы в цене  на вб то ли подделки то ли специально более бюджетные партии отшиваютоверсайз на девочку 154  взяли 164 но ей нравится можно и по размеру брать  но на вкус и цвет","CMPFunctions_Warehouse"
"модель хорошая но пришла очень мятая некоторые складки разглажены очень сильно электризуется все отказ","CMPFunctions_Warehouse"
"комбез хороший брала сыну такой в дм только дороже сейчас решила заказать в подарок племяннику а пришел с браком толи на складе не заметили толи его уже носили","CMPFunctions_Warehouse"
"эта куртка гуляет по пвз продавец разберитесь уже","CMPFunctions_Sales"
"товар оценить не смогла вместо него прислали темносиние брюки вот так невнимательно работают на складе видимо очень жаль","CMPFunctions_Warehouse"
"трусы отличные качество на высоте в золе покупала такие же в 2 раза дороже продавец в избранное","CMPFunctions_Sales"
"выкупили только потому что дочь в нее в цепилась прошита ужасна в ателье буду отдавать нитки торчат белая часть просвечивает цена ей 10001500 не рекомендую сама задумка класссная если б шили специалисты","CMPFunctions_Tech_Support"
"сшито не аккуратно швы кривые в районе соединения рукава ткань прошита со складками торчат нитки совсем не то что в магазине поэтому цена очень завышена","CMPFunctions_Warehouse"
"получили посылочку все пришло во время и даже раньше заявленного комбензон супер тёплый яркий отличное качество отличный продавец по размеру все подошло дочка в восторге с новым годом","CMPFunctions_Sales"
"ждала детский комбинезон а получила бахилы как это понимать люди на складе кривые на работу ходят","CMPFunctions_Warehouse"
"ткань очень мягкая и приятная выглядет хорошо складки только с переди","CMPFunctions_Warehouse"
"очень стильная обманка дочке очень понравилась на стройную девочку ростом 160 см отлично села 16484 на груди совсем чутьчуть широкая как раз как на модели не в обтяжку а рукава немного длинноваты как раз на год должно хватить поэтому белая часть немного надулась и есть складки но смотрится все равно хорошо","CMPFunctions_Warehouse"
"заказываем этот костюм второй год подряд ничего лишнего классика жаль что после примерки некоторые покупатели неакуратно складывают вещь от чего она становится очень мятой","CMPFunctions_Warehouse"
"куртка подошла по размеру идеально и ребёнку сильно понравилась но продавец прислал грязную куртку спереди большое жирное пятно а сзади белёсое товар упакован более чем отвратительно на что расчитывал продавец продавая грязный товар","CMPFunctions_Sales"
"размеру соответствует качество пошива хорошее но к сожалению это не плиссе либо плохо сделанное плиссе после стирки и носки все складки мнутся разъезжаются приходится разглаживать до этого не раз брала именно плиссе  складки сохраняются и после стирки и в процессе носки","CMPFunctions_Warehouse"
"отличная курткана вид тонкая но плотная мембрана очень теплая как оказалосьну конечно 20 не знаю но от 1510 очень теплотри глаза видимо из за санкцийочень красивая курткав полном восторгеспасибо продавец","CMPFunctions_Sales"
"ткань стандартная для смены  плотный трикотаж носиться будет хорошо качество пошива нормальное а вот конструкциякараул все балансы косые непропорциональные плечи приводят к тому что внизу жакет складывается домиком причём если застегнуть вторую пуговицу то в добавку ко всей этой красоте добавляется пузырь на животе не представляю фигуру ребёнка на которую этот ужас может сесть","CMPFunctions_Warehouse"
"продавец выслал одну куртку","CMPFunctions_Sales"
"забрали сегодня полукомбинезон качество очень хорошее но специально выбирала чтобы подкладка была флис и в описании написано флис а на деле не флис флис только спинка кусок твани как мужской носовой платок поэтому за обман сняла одну звезду по ростовке специально покупала на 10 см больше все подошло идеально сын оочень худой но как ни странно они ему в пору выкупила так как зима и ребенок мерзляк а штаны плотные и теплые продавцом заявлено до 30 продавец пожалуйста пересморите описание товара и не обманывайте по описанию","CMPFunctions_Sales"
"комбез классныйцвет и качествона весну без утеплителя к сожалению уже дома перед стиркой обнаружила что стрипки погрызаны уважаемый продавец что там на складе у вас происходитбирки обрезала уже не вернёшьбуду стирать долго и упорно теперь","CMPFunctions_Sales, CMPFunctions_Warehouse"
"уважаемые покупатели комбинезон не зимний  описанию не соответствует продавец обманщик","CMPFunctions_Sales"
"как и всем пришла совсем другая блузка девушка  приемщица сказала что все сфотографирует и оформит возврат заказала повторно но чуда не произошло задним числом поменяли фотографии и теперь как бы пришла данная блузка неверная но тк фото поменяли стоит блузка с кружевом то претензий быть не может возвраты у меня пока бесплатные но с такой работой склада не уверена что надолго грустно","CMPFunctions_Warehouse"
"куртка замечательная идеально подошла по размеру ребёнок в восторге но балаклавы в комплекте не было куртка была в запаянном пакете раскрывали в пункте выдачи wildberries надеемся что продавец вышлет нам балаклава","CMPFunctions_Sales"
"очень не люблю писать плохие отзывы но это возмутительно что то с чем то она вообще на гуливер не похожа либо гуливер просто совесть потеряли и заработав имя начали делать гораздо худшее качество либо кто то ерунду выдаёт за гуливер ткань какая то дешёвая наполнитель уже стоит колом как на фуфайке что будет после стирки боюсь представить мех искусственный как и пишет продавец но раньше если был искусственный мех то там и не поймёшь что он искусственный а сейчас видать самый что не на есть дешёвый","CMPFunctions_Sales"
"куртка пришла в очень плохом состоянии дырка по шву потертости на светоотражающих элементах а так же сильные зацепки на манжетах фото прилагаю сделаны при сотруднике пункта выдачи заказа при этом удержали 75 руб за возврат товара на склад очень не приятно  сама куртка сыну очень понравилась но эти недостатки испортили все впечатления о производителе","CMPFunctions_Warehouse"
"пришли испачканы в маркере или продавец или пункт выдачи косячат","CMPFunctions_Sales"
"уважаемый продавец внимательно проверьте заказ вместо моего пальто пришло другое абсолютно иного качества даже по цвету отличаются от моего только бирки валялись в пакете обидно совсем разочаровалась в вайлдберриз","CMPFunctions_Sales"
"представители вб у вас на складе что кони пьяны хлопцы запряжены цифры что ли не различаете 110 от 140 заказывала размер 110 прислали 140 это как не вернула назад лишь потому что товар отличный и цена была 500 а сейчас 1600 оставила на вырост","CMPFunctions_Warehouse"
"это подделка под рейму подкладки тёплой нет это как дождевик  а продавец это не указал","CMPFunctions_Sales"
"пришёл быстро на куртке спереди порезано брак или при перевозке не известно очень жаль тк костюм очень понравился а переказать нет на складе расстроилась костюм хороший качественный но возврат","CMPFunctions_Warehouse"
"ставлю 3 балла за то что нет описания по сезонности товара это весна вы тратите время курьеров платите за логистику и вводите покупателя в заблуждение исправьте описа","CMPFunctions_Delivery_Department"
"модель и расцветка просто космос реально зимняя и толстая но ребенку очень неудобно там где горло очень высокий воротник и длинные рукава на 111 см села плотно хотя ребенок худой и брак  грязная и оторвана надпись швы сзади расходятся при небольшом натяжении отправляли со склада продавца позор за 20к такой товар отправлять доработать горловину и куртка  очень расстроены так как очень ждали эту куртку","CMPFunctions_Warehouse"
"отличная хлопковая рубашка соответствует размеру швы ровные нитки не торчат приятной неожиданностью был факт что продавец товара помогает больным деткам спасибо за качество и доброе сердце","CMPFunctions_Sales"
"вешалка намертво была вшита с невозможностью использовать ее по назначению возврат да ещё и платный продавец проверяйте свои изделия на предмет брака что за наплевательское отношение к покупателю","CMPFunctions_Sales"
"комбинезон 100 подделка  сравнили с предыдущим оригинальным  очень жаль  что продавец обманывает  но оставили  тк срочно нужен был комбинезон при 6 ребёнок жалуется  что холодно","CMPFunctions_Sales"
"с закрытыми глазами пришивали липучки не ожидала такого от orby продавец вообще товар свой проверяет прежде чем на склады отправить","CMPFunctions_Sales, CMPFunctions_Warehouse"
"пижама отличная но менеджер сделал возврат но пижаму мы забрали а пробил совершенно другую вещь","CMPFunctions_Management"
"отличная ветровка было неверное вложение размера я вернула вещь на склад уведомив сотрудника пункта выдачи но списали 75р но потом написала в службу поддержки и 75р вернули довольна","CMPFunctions_Warehouse"
"лучший вариант теперь буду заказывать только томас комфорт перепробуем все цвета честно говоря давно на них смотрела в группе вк ave kids связалась с менеджером посоветовали заказать на вб очень быстренько всё пришло без проблем очень довольны малыши покупкой так как в этом году это уже не первые комбинезоны первые уже все в заплатках и дырках томас прочно держит марку","CMPFunctions_Management"
"куртка очень красивая но продавец сказал в магазине что можно стирать в стиралке в итоге полиняла оранжевый и розовый цвет поплыл по беломуочень расстроена","CMPFunctions_Sales"
"хороший свитшот но во второй раз путаница с размерами это конечно относится к работникам склада заказала 152 размер пришёл 104 заказала 146 пришёл 140 это расстраивает тк во первых падает процент выкупа в во вторых никак не можешь выкупить вещь","CMPFunctions_Warehouse"
"товар отмечен как доставленный но мне его никто не привёз служба поддержки отвечает отписками","CMPFunctions_Customer_Support"
"комбинезон теплый складный смотрится хорошо понравился аккуратный мех короткий но не куцый 4 ставлю за застежку на горловине и саму горловину сшита будто у ребенка ну очень тонкая шея с шапкой шлемом елееле застегивается","CMPFunctions_Warehouse"
"скажите как я могу оценить куртку если вложение не соответствует действительности оцениваю работу склада и сборки товарана что надеются сотрудники что я не увижу ярлык снежной королевы потому что рядом есть orby печаль и потраченное время","CMPFunctions_Warehouse"
"кофта хорошего качества приятная на ощупь и к телу мягкий флис кофта оверсайз то есть не смотря на то что она идёт по размерам то глядя на рукава сразу понятно что она будет свободная при любом раскладе рост ребёнка 75см взяли размер 80 нам отлично заезду сняла за пятно надеюсь отстирается","CMPFunctions_Warehouse"
"понравился тёплый все детали продуманы чтоб было удобно на рост 136 размер 10 оказался большим оставили но возраст такой ребёнок активный и подвижный все лишние складки и подгибы мешают на вырост комбинезон не удобен поэтому заказали ещё один на размер меньше","CMPFunctions_Warehouse"
"продавец халатно отнёсся к отправке товара","CMPFunctions_Sales"
"ну так себе если честно верх куртки шелестит а подклад такое впечатление что швы быстро разойдутся есть опыт швеи поэтому у меня такое мнение бренд конечно испортился заказала другую куртку сыну несмотря на то что покупатели пишут в отзывах что лезет с неё наполнитель продавец т настойчиво пишет что всё нормально примите уже наконец меры к контролю качества на фото 4 и 5 эта куртка","CMPFunctions_Sales"
"куртка очень плохо сшита замок застёгивали вместе с ребёнком и не могли это сделатьвнутри не дошиты швы торчит подкладка ниткиочень тонкая явно не на зиму 15мех на капюшоне ужасного запаха и лезет прямо в лицофото брака были зафиксированы пвз оператором","CMPFunctions_Customer_Support"
"прошит качественно приятная на ощупь ткань в размер в подарок продавец вложил носочки авокадо  спасибо продавцу","CMPFunctions_Sales"
"куртку взяли девочке ростом 157 и нормального телосложения сначала померили размер 158 но рукава толькотолько а размер 164 с небольшим запасом надеюсь что еще будет хорошо и на следующий год по режиму чтото не верится насчет 30 возможно до 10 но куртка такая симпатичная что купили если продавец окажется прав что ж будет замечательно единственный небольшой минус немного шея открыта и нам понадобился теплый шарф капюшон не смутил нормальный карманы прекрасные приятненькие такие спасибо за хороший товар","CMPFunctions_Sales"
"прислали не тот размер уважаемый продавец смотрите внимательно что отправляете очень нужна была срочно данная вещь очень подвели","CMPFunctions_Sales"
"добрый день пришло пальто все ободранное весь падол и по всему периметру молнии такое впечатление складывается что его уже носили","CMPFunctions_Warehouse"
